subject,device,gap_samples,gap_s
subject105,hand,227,2.27
subject105,hand,1,0.01
subject105,hand,1628,16.28
subject105,hand,840,8.4
subject105,hand,833,8.33
subject105,hand,6,0.06
subject105,hand,79,0.79
subject105,hand,4037,40.37
subject105,hand,244,2.44
subject105,hand,2186,21.86
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,4397,43.97
subject105,hand,766,7.66
subject105,hand,57,0.57
subject105,hand,6,0.06
subject105,hand,219,2.19
subject105,hand,1,0.01
subject105,hand,379,3.79
subject105,hand,2,0.02
subject105,hand,87,0.87
subject105,hand,738,7.38
subject105,hand,528,5.28
subject105,hand,737,7.37
subject105,hand,2,0.02
subject105,hand,7,0.07
subject105,hand,1,0.01
subject105,hand,9,0.09
subject105,hand,5,0.05
subject105,hand,274,2.74
subject105,hand,5626,56.26
subject105,hand,96,0.96
subject105,hand,3285,32.85
subject105,hand,1878,18.78
subject105,hand,41,0.41
subject105,hand,12,0.12
subject105,hand,736,7.36
subject105,hand,1688,16.88
subject105,hand,424,4.24
subject105,hand,74,0.74
subject105,hand,646,6.46
subject105,hand,212,2.12
subject105,hand,30,0.3
subject105,hand,27,0.27
subject105,hand,1491,14.91
subject105,hand,420,4.2
subject105,hand,613,6.13
subject105,hand,301,3.01
subject105,hand,531,5.31
subject105,hand,129,1.29
subject105,hand,238,2.38
subject105,hand,60,0.6
subject105,hand,945,9.45
subject105,hand,62,0.62
subject105,hand,260,2.6
subject105,hand,293,2.93
subject105,hand,52,0.52
subject105,hand,82,0.82
subject105,chest,427,4.27
subject105,chest,234,2.34
subject105,chest,669,6.69
subject105,chest,5798,57.98
subject105,chest,13079,130.79
subject105,chest,15142,151.42
subject105,chest,498,4.98
subject105,chest,1,0.01
subject105,chest,1613,16.13
subject105,chest,784,7.84
subject105,chest,6234,62.34
subject105,chest,1414,14.14
subject105,chest,1,0.01
subject105,chest,946,9.46
subject105,chest,60,0.6
subject105,chest,92,0.92
subject105,chest,23,0.23
subject105,chest,328,3.28
subject105,chest,1,0.01
subject105,chest,103,1.03
subject105,chest,534,5.34
subject105,chest,1,0.01
subject105,chest,2022,20.22
subject105,chest,93,0.93
subject105,chest,4356,43.56
subject105,chest,2,0.02
subject105,chest,715,7.15
subject105,chest,6564,65.64
subject105,chest,2159,21.59
subject105,chest,123,1.23
subject105,chest,1026,10.26
subject105,chest,422,4.22
subject105,chest,1748,17.48
subject105,chest,1528,15.28
subject105,chest,241,2.41
subject105,chest,3982,39.82
subject105,chest,1587,15.87
subject105,chest,972,9.72
subject105,chest,3665,36.65
subject105,chest,733,7.33
subject105,chest,490,4.9
subject105,chest,575,5.75
subject105,chest,7224,72.24
subject105,chest,1024,10.24
subject105,chest,3266,32.66
subject105,chest,922,9.22
subject105,chest,281,2.81
subject105,chest,45,0.45
subject105,chest,287,2.87
subject105,chest,1079,10.79
subject105,chest,2690,26.9
subject105,chest,5296,52.96
subject105,chest,2560,25.6
subject105,chest,5561,55.61
subject105,chest,4277,42.77
subject105,chest,568,5.68
subject105,chest,7774,77.74
subject105,chest,81,0.81
subject105,chest,6678,66.78
subject105,chest,1478,14.78
subject105,chest,22802,228.02
subject105,chest,3359,33.59
subject105,chest,16488,164.88
subject105,chest,13990,139.9
subject105,chest,3264,32.64
subject105,chest,1500,15.0
subject105,chest,3442,34.42
subject105,chest,337,3.37
subject105,chest,6056,60.56
subject105,chest,109,1.09
subject105,chest,1147,11.47
subject105,chest,1,0.01
subject105,chest,6198,61.98
subject105,chest,463,4.63
subject105,chest,21,0.21
subject105,chest,816,8.16
subject105,chest,866,8.66
subject105,chest,315,3.15
subject105,chest,15,0.15
subject105,chest,1821,18.21
subject105,chest,865,8.65
subject105,chest,694,6.94
subject105,chest,1198,11.98
subject105,chest,61,0.61
subject105,chest,1779,17.79
subject105,chest,1432,14.32
subject105,chest,1076,10.76
subject105,chest,2807,28.07
subject105,chest,1635,16.35
subject105,chest,568,5.68
subject105,chest,311,3.11
subject105,chest,82,0.82
subject105,chest,21,0.21
subject105,chest,756,7.56
subject105,chest,55,0.55
subject105,chest,3807,38.07
subject105,chest,309,3.09
subject105,chest,3560,35.6
subject105,chest,1279,12.79
subject105,chest,494,4.94
subject105,chest,3212,32.12
subject105,chest,4371,43.71
subject105,chest,77,0.77
subject105,chest,11,0.11
subject105,chest,6,0.06
subject105,chest,274,2.74
subject105,chest,213,2.13
subject105,chest,66,0.66
subject105,chest,135,1.35
subject105,chest,174,1.74
subject105,chest,25,0.25
subject105,chest,524,5.24
subject105,chest,629,6.29
subject105,chest,87,0.87
subject105,chest,100,1.0
subject105,chest,3432,34.32
subject105,chest,2444,24.44
subject105,chest,3888,38.88
subject105,chest,298,2.98
subject105,chest,676,6.76
subject105,chest,2,0.02
subject105,chest,50,0.5
subject105,chest,76,0.76
subject105,chest,24,0.24
subject105,chest,89,0.89
subject105,chest,70,0.7
subject105,chest,11,0.11
subject105,chest,74,0.74
subject105,chest,17,0.17
subject105,chest,7,0.07
subject105,chest,27,0.27
subject105,chest,400,4.0
subject105,chest,303,3.03
subject105,chest,27,0.27
subject105,chest,99,0.99
subject105,chest,212,2.12
subject105,chest,893,8.93
subject105,chest,4973,49.73
subject105,chest,887,8.87
subject105,chest,253,2.53
subject105,chest,1786,17.86
subject105,chest,1222,12.22
subject105,chest,144,1.44
subject105,chest,70,0.7
subject105,chest,14,0.14
subject105,chest,5,0.05
subject105,chest,619,6.19
subject105,chest,212,2.12
subject105,chest,1539,15.39
subject105,chest,2570,25.7
subject105,chest,11245,112.45
subject105,chest,647,6.47
subject105,chest,2121,21.21
subject105,chest,8040,80.4
subject105,chest,663,6.63
subject105,chest,2594,25.94
subject105,chest,1615,16.15
subject105,chest,86,0.86
subject105,chest,7,0.07
subject105,chest,8949,89.49
subject105,chest,7487,74.87
subject105,chest,240,2.4
subject105,chest,15,0.15
subject105,chest,300,3.0
subject105,chest,1695,16.95
subject105,chest,5980,59.8
subject105,chest,2434,24.34
subject105,chest,216,2.16
subject105,chest,3640,36.4
subject105,chest,1333,13.33
subject105,chest,565,5.65
subject105,chest,15833,158.33
subject105,chest,69,0.69
subject105,chest,636,6.36
subject105,chest,426,4.26
subject105,chest,852,8.52
subject105,chest,154,1.54
subject105,chest,713,7.13
subject105,chest,1154,11.54
subject105,chest,866,8.66
subject105,ankle,225,2.25
subject105,ankle,5662,56.62
subject105,ankle,425,4.25
subject105,ankle,1,0.01
subject105,ankle,235,2.35
subject105,ankle,443,4.43
subject105,ankle,6022,60.22
subject105,ankle,313,3.13
subject105,ankle,5,0.05
subject105,ankle,98,0.98
subject105,ankle,13181,131.81
subject105,ankle,1252,12.52
subject105,ankle,127,1.27
subject105,ankle,406,4.06
subject105,ankle,10984,109.84
subject105,ankle,11199,111.99
subject105,ankle,1400,14.0
subject105,ankle,16,0.16
subject105,ankle,274,2.74
subject105,ankle,1,0.01
subject105,ankle,3687,36.87
subject105,ankle,2044,20.44
subject105,ankle,684,6.84
subject105,ankle,2702,27.02
subject105,ankle,366,3.66
subject105,ankle,203,2.03
subject105,ankle,124,1.24
subject105,ankle,104,1.04
subject105,ankle,656,6.56
subject105,ankle,358,3.58
subject105,ankle,1764,17.64
subject105,ankle,187,1.87
subject105,ankle,813,8.13
subject105,ankle,421,4.21
subject105,ankle,54,0.54
subject105,ankle,2818,28.18
subject105,ankle,2265,22.65
subject105,ankle,3461,34.61
subject105,ankle,233,2.33
subject105,ankle,292,2.92
subject105,ankle,273,2.73
subject105,ankle,159,1.59
subject105,ankle,2511,25.11
subject105,ankle,10,0.1
subject105,ankle,2,0.02
subject105,ankle,1,0.01
subject105,ankle,312,3.12
subject105,ankle,52,0.52
subject105,ankle,4038,40.38
subject105,ankle,742,7.42
subject105,ankle,3,0.03
subject105,ankle,204,2.04
subject105,ankle,1108,11.08
subject105,ankle,751,7.51
subject105,ankle,332,3.32
subject105,ankle,688,6.88
subject105,ankle,593,5.93
subject105,ankle,2203,22.03
subject105,ankle,1383,13.83
subject105,ankle,945,9.45
subject105,ankle,531,5.31
subject105,ankle,8,0.08
subject105,ankle,1314,13.14
subject105,ankle,1186,11.86
subject105,ankle,103,1.03
subject105,ankle,109,1.09
subject105,ankle,383,3.83
subject105,ankle,556,5.56
subject105,ankle,2197,21.97
subject105,ankle,557,5.57
subject105,ankle,175,1.75
subject105,ankle,1447,14.47
subject105,ankle,3,0.03
subject105,ankle,6,0.06
subject105,ankle,6,0.06
subject105,ankle,824,8.24
subject105,ankle,355,3.55
subject105,ankle,59,0.59
subject105,ankle,256,2.56
subject105,ankle,5332,53.32
subject105,ankle,27,0.27
subject105,ankle,1648,16.48
subject105,ankle,906,9.06
subject105,ankle,1652,16.52
subject105,ankle,1406,14.06
subject105,ankle,4946,49.46
subject105,ankle,16,0.16
subject105,ankle,3437,34.37
subject105,ankle,1691,16.91
subject105,ankle,1328,13.28
subject105,ankle,865,8.65
subject105,ankle,1,0.01
subject105,ankle,1265,12.65
subject105,ankle,1201,12.01
subject105,ankle,380,3.8
subject105,ankle,403,4.03
subject105,ankle,947,9.47
subject105,ankle,28,0.28
subject105,ankle,291,2.91
subject105,ankle,65,0.65
subject105,ankle,155,1.55
subject105,ankle,982,9.82
subject105,ankle,55,0.55
subject105,ankle,729,7.29
subject105,ankle,1172,11.72
subject105,ankle,2665,26.65
subject105,ankle,4,0.04
subject105,ankle,704,7.04
subject105,ankle,558,5.58
subject105,ankle,3,0.03
subject105,ankle,2007,20.07
subject105,ankle,131,1.31
subject105,ankle,380,3.8
subject105,ankle,33,0.33
subject105,ankle,136,1.36
subject105,ankle,6619,66.19
subject105,ankle,102,1.02
subject105,ankle,449,4.49
subject105,ankle,83,0.83
subject105,ankle,216,2.16
subject105,ankle,846,8.46
subject105,ankle,3507,35.07
subject105,ankle,1723,17.23
subject105,ankle,2499,24.99
subject105,ankle,202,2.02
subject105,ankle,497,4.97
subject105,ankle,159,1.59
subject105,ankle,637,6.37
subject105,ankle,1511,15.11
subject105,ankle,835,8.35
subject105,ankle,4948,49.48
subject105,ankle,2177,21.77
subject105,ankle,729,7.29
subject105,ankle,1637,16.37
subject105,ankle,3643,36.43
subject105,ankle,211,2.11
subject105,ankle,6824,68.24
subject105,ankle,401,4.01
subject105,ankle,366,3.66
subject105,ankle,1,0.01
subject105,ankle,1,0.01
subject105,ankle,1,0.01
subject105,ankle,19,0.19
subject105,ankle,10,0.1
subject105,ankle,5,0.05
subject105,ankle,37,0.37
subject105,ankle,775,7.75
subject105,ankle,1089,10.89
subject105,ankle,29,0.29
subject105,ankle,2227,22.27
subject105,ankle,780,7.8
subject105,ankle,609,6.09
subject105,ankle,2134,21.34
subject105,ankle,1732,17.32
subject105,ankle,384,3.84
subject105,ankle,823,8.23
subject105,ankle,930,9.3
subject105,ankle,457,4.57
subject105,ankle,160,1.6
subject105,ankle,94,0.94
subject105,ankle,24,0.24
subject105,ankle,34,0.34
subject105,ankle,41,0.41
subject105,ankle,24,0.24
subject105,ankle,6,0.06
subject105,ankle,41,0.41
subject105,ankle,110,1.1
subject105,ankle,175,1.75
subject105,ankle,32,0.32
subject105,ankle,107,1.07
subject105,ankle,14,0.14
subject105,ankle,345,3.45
subject105,ankle,419,4.19
subject105,ankle,118,1.18
subject105,ankle,272,2.72
subject105,ankle,284,2.84
subject105,ankle,137,1.37
subject105,ankle,32,0.32
subject105,ankle,71,0.71
subject105,ankle,7,0.07
subject105,ankle,74,0.74
subject105,ankle,129,1.29
subject105,ankle,85,0.85
subject105,ankle,331,3.31
subject105,ankle,77,0.77
subject105,ankle,76,0.76
subject105,ankle,115,1.15
subject105,ankle,3,0.03
subject105,ankle,85,0.85
subject105,ankle,82,0.82
subject105,ankle,138,1.38
subject105,ankle,275,2.75
subject105,ankle,46,0.46
subject105,ankle,60,0.6
subject105,ankle,77,0.77
subject105,ankle,115,1.15
subject105,ankle,31,0.31
subject105,ankle,2,0.02
subject105,ankle,157,1.57
subject105,ankle,295,2.95
subject105,ankle,463,4.63
subject105,ankle,210,2.1
subject105,ankle,40,0.4
subject105,ankle,91,0.91
subject105,ankle,524,5.24
subject105,ankle,156,1.56
subject105,ankle,169,1.69
subject105,ankle,153,1.53
subject105,ankle,20,0.2
subject105,ankle,303,3.03
subject105,ankle,185,1.85
subject105,ankle,128,1.28
subject105,ankle,431,4.31
subject105,ankle,3,0.03
subject105,ankle,163,1.63
subject105,ankle,322,3.22
subject105,ankle,54,0.54
subject105,ankle,3,0.03
subject105,ankle,228,2.28
subject105,ankle,467,4.67
subject105,ankle,64,0.64
subject105,ankle,73,0.73
subject105,ankle,90,0.9
subject105,ankle,25,0.25
subject105,ankle,66,0.66
subject105,ankle,382,3.82
subject105,ankle,45,0.45
subject105,ankle,76,0.76
subject105,ankle,131,1.31
subject105,ankle,176,1.76
subject105,ankle,111,1.11
subject105,ankle,40,0.4
subject105,ankle,411,4.11
subject105,ankle,147,1.47
subject105,ankle,34,0.34
subject105,ankle,30,0.3
subject105,ankle,63,0.63
subject105,ankle,115,1.15
subject105,ankle,51,0.51
subject105,ankle,103,1.03
subject105,ankle,75,0.75
subject105,ankle,23,0.23
subject105,ankle,14,0.14
subject105,ankle,18,0.18
subject105,ankle,34,0.34
subject105,ankle,14,0.14
subject105,ankle,20,0.2
subject105,ankle,54,0.54
subject105,ankle,43,0.43
subject105,ankle,12,0.12
subject105,ankle,26,0.26
subject105,ankle,2,0.02
subject105,ankle,84,0.84
subject105,ankle,250,2.5
subject105,ankle,10,0.1
subject105,ankle,88,0.88
subject105,ankle,159,1.59
subject105,ankle,185,1.85
subject105,ankle,1044,10.44
subject105,ankle,34,0.34
subject105,ankle,345,3.45
subject105,ankle,172,1.72
subject105,ankle,86,0.86
subject105,ankle,58,0.58
subject105,ankle,26,0.26
subject105,ankle,4,0.04
subject105,ankle,5,0.05
subject105,ankle,38,0.38
subject105,ankle,66,0.66
subject105,ankle,115,1.15
subject105,ankle,237,2.37
subject105,ankle,93,0.93
subject105,ankle,26,0.26
subject105,ankle,131,1.31
subject105,ankle,1,0.01
subject105,ankle,76,0.76
subject105,ankle,3,0.03
subject105,ankle,35,0.35
subject105,ankle,1,0.01
subject105,ankle,1,0.01
subject105,ankle,2,0.02
subject105,ankle,1,0.01
subject105,ankle,237,2.37
subject105,ankle,202,2.02
subject105,ankle,1,0.01
subject105,ankle,261,2.61
subject105,ankle,20,0.2
subject105,ankle,43,0.43
subject105,ankle,6,0.06
subject105,ankle,107,1.07
subject105,ankle,31,0.31
subject105,ankle,142,1.42
subject105,ankle,583,5.83
subject105,ankle,51,0.51
subject105,ankle,65,0.65
subject105,ankle,351,3.51
subject105,ankle,319,3.19
subject105,ankle,256,2.56
subject105,ankle,54,0.54
subject105,ankle,23,0.23
subject105,ankle,57,0.57
subject105,ankle,1819,18.19
subject105,ankle,196,1.96
subject105,ankle,71,0.71
subject105,ankle,54,0.54
subject105,ankle,337,3.37
subject105,ankle,155,1.55
subject105,ankle,251,2.51
subject105,ankle,10,0.1
subject105,ankle,95,0.95
subject105,ankle,799,7.99
subject105,ankle,110,1.1
subject105,ankle,277,2.77
subject105,ankle,329,3.29
subject105,ankle,232,2.32
subject105,ankle,5,0.05
subject105,ankle,105,1.05
subject105,ankle,207,2.07
subject105,ankle,125,1.25
subject105,ankle,139,1.39
subject105,ankle,10,0.1
subject105,ankle,10,0.1
subject105,ankle,167,1.67
subject105,ankle,310,3.1
subject105,ankle,10,0.1
subject105,ankle,1,0.01
subject105,ankle,42,0.42
subject105,ankle,1,0.01
subject105,ankle,118,1.18
subject105,ankle,67,0.67
subject105,ankle,80,0.8
subject105,ankle,68,0.68
subject105,ankle,35,0.35
subject105,ankle,10,0.1
subject105,ankle,62,0.62
subject105,ankle,103,1.03
subject105,ankle,111,1.11
subject105,ankle,360,3.6
subject105,ankle,62,0.62
subject105,ankle,224,2.24
subject105,ankle,49,0.49
subject105,ankle,47,0.47
subject105,ankle,266,2.66
subject105,ankle,1,0.01
subject105,ankle,48,0.48
subject105,ankle,55,0.55
subject105,ankle,57,0.57
subject105,ankle,48,0.48
subject105,ankle,2,0.02
subject105,ankle,6,0.06
subject105,ankle,47,0.47
subject105,ankle,21,0.21
subject105,ankle,206,2.06
subject105,ankle,109,1.09
subject105,ankle,37,0.37
subject105,ankle,1,0.01
subject105,ankle,212,2.12
subject105,ankle,66,0.66
subject105,ankle,51,0.51
subject105,ankle,99,0.99
subject105,ankle,6,0.06
subject105,ankle,103,1.03
subject105,ankle,35,0.35
subject105,ankle,10,0.1
subject105,ankle,5,0.05
subject105,ankle,31,0.31
subject105,ankle,285,2.85
subject105,ankle,16,0.16
subject105,ankle,33,0.33
subject105,ankle,60,0.6
subject105,ankle,95,0.95
subject105,ankle,69,0.69
subject105,ankle,348,3.48
subject105,ankle,26,0.26
subject105,ankle,3,0.03
subject105,ankle,62,0.62
subject105,ankle,12,0.12
subject105,ankle,87,0.87
subject105,ankle,108,1.08
subject105,ankle,83,0.83
subject105,ankle,2,0.02
subject105,ankle,55,0.55
subject105,ankle,47,0.47
subject105,ankle,63,0.63
subject105,ankle,59,0.59
subject105,ankle,208,2.08
subject105,ankle,1,0.01
subject105,ankle,7,0.07
subject105,ankle,153,1.53
subject105,ankle,866,8.66
subject105,ankle,42,0.42
subject105,ankle,12,0.12
subject105,ankle,63,0.63
subject105,ankle,53,0.53
subject105,ankle,151,1.51
subject105,ankle,21,0.21
subject105,ankle,123,1.23
subject105,ankle,144,1.44
subject105,ankle,12,0.12
subject105,ankle,98,0.98
subject105,ankle,43,0.43
subject105,ankle,15,0.15
subject105,ankle,117,1.17
subject105,ankle,18,0.18
subject105,ankle,43,0.43
subject105,ankle,40,0.4
subject105,ankle,7,0.07
subject105,ankle,22,0.22
subject105,ankle,62,0.62
subject105,ankle,41,0.41
subject105,ankle,13,0.13
subject105,ankle,97,0.97
subject105,ankle,110,1.1
subject105,ankle,22,0.22
subject105,ankle,85,0.85
subject105,ankle,10,0.1
subject105,ankle,180,1.8
subject105,ankle,44,0.44
subject105,ankle,220,2.2
subject105,ankle,13,0.13
subject105,ankle,57,0.57
subject105,ankle,143,1.43
subject105,ankle,9,0.09
subject105,ankle,59,0.59
subject105,ankle,47,0.47
subject105,ankle,1,0.01
subject105,ankle,199,1.99
subject105,ankle,112,1.12
subject105,ankle,277,2.77
subject105,ankle,195,1.95
subject105,ankle,447,4.47
subject105,ankle,232,2.32
subject105,ankle,247,2.47
subject105,ankle,209,2.09
subject105,ankle,325,3.25
subject105,ankle,234,2.34
subject105,ankle,5,0.05
subject105,ankle,6,0.06
subject105,ankle,7,0.07
subject105,ankle,86,0.86
subject105,ankle,69,0.69
subject105,ankle,38,0.38
subject105,ankle,192,1.92
subject105,ankle,451,4.51
subject105,ankle,71,0.71
subject105,ankle,155,1.55
subject105,ankle,67,0.67
subject105,ankle,7,0.07
subject105,ankle,27,0.27
subject105,ankle,211,2.11
subject105,ankle,48,0.48
subject105,ankle,510,5.1
subject105,ankle,87,0.87
subject105,ankle,59,0.59
subject105,ankle,1,0.01
subject105,ankle,40,0.4
subject105,ankle,21,0.21
subject105,ankle,8,0.08
subject105,ankle,86,0.86
subject105,ankle,65,0.65
subject105,ankle,607,6.07
subject105,ankle,91,0.91
subject105,ankle,46,0.46
subject105,ankle,98,0.98
subject105,ankle,7,0.07
subject105,ankle,61,0.61
subject105,ankle,102,1.02
subject105,ankle,248,2.48
subject105,ankle,154,1.54
subject105,ankle,5,0.05
subject105,ankle,1,0.01
subject105,ankle,22,0.22
subject105,ankle,1,0.01
subject105,ankle,6,0.06
subject105,ankle,61,0.61
subject105,ankle,12,0.12
subject105,ankle,21,0.21
subject105,ankle,8,0.08
subject105,ankle,214,2.14
subject105,ankle,108,1.08
subject105,ankle,36,0.36
subject105,ankle,91,0.91
subject105,ankle,78,0.78
subject105,ankle,60,0.6
subject105,ankle,107,1.07
subject105,ankle,5,0.05
subject105,ankle,163,1.63
subject105,ankle,4,0.04
subject105,ankle,405,4.05
subject105,ankle,124,1.24
subject105,ankle,67,0.67
subject105,ankle,54,0.54
subject105,ankle,84,0.84
subject105,ankle,214,2.14
subject105,ankle,14,0.14
subject105,ankle,88,0.88
subject105,ankle,21,0.21
subject105,ankle,30,0.3
subject105,ankle,28,0.28
subject105,ankle,231,2.31
subject105,ankle,23,0.23
subject105,ankle,81,0.81
subject105,ankle,61,0.61
subject105,ankle,243,2.43
subject105,ankle,31,0.31
subject105,ankle,88,0.88
subject105,ankle,383,3.83
subject105,ankle,312,3.12
subject105,ankle,7,0.07
subject105,ankle,276,2.76
subject105,ankle,92,0.92
subject105,ankle,117,1.17
subject105,ankle,208,2.08
subject105,ankle,5,0.05
subject105,ankle,107,1.07
subject105,ankle,135,1.35
subject105,ankle,83,0.83
subject105,ankle,29,0.29
subject105,ankle,280,2.8
subject105,ankle,417,4.17
subject105,ankle,114,1.14
subject105,ankle,291,2.91
subject105,ankle,1,0.01
subject105,ankle,42,0.42
subject105,ankle,65,0.65
subject105,ankle,951,9.51
subject105,ankle,42,0.42
subject105,ankle,24,0.24
subject105,ankle,243,2.43
subject105,ankle,66,0.66
subject105,ankle,56,0.56
subject105,ankle,65,0.65
subject105,ankle,6,0.06
subject105,ankle,35,0.35
subject105,ankle,61,0.61
subject105,ankle,93,0.93
subject105,ankle,5,0.05
subject105,ankle,103,1.03
subject105,ankle,88,0.88
subject105,ankle,28,0.28
subject105,ankle,11,0.11
subject105,ankle,39,0.39
subject105,ankle,203,2.03
subject105,ankle,252,2.52
subject105,ankle,7,0.07
subject105,ankle,90,0.9
subject105,ankle,34,0.34
subject105,ankle,118,1.18
subject105,ankle,38,0.38
subject105,ankle,57,0.57
subject105,ankle,43,0.43
subject105,ankle,408,4.08
subject105,ankle,83,0.83
subject105,ankle,184,1.84
subject105,ankle,92,0.92
subject105,ankle,24,0.24
subject105,ankle,125,1.25
subject105,ankle,42,0.42
subject105,ankle,106,1.06
subject105,ankle,51,0.51
subject105,ankle,264,2.64
subject105,ankle,118,1.18
subject105,ankle,1139,11.39
subject105,ankle,83,0.83
subject105,ankle,537,5.37
subject105,ankle,65,0.65
subject105,ankle,191,1.91
subject105,ankle,23,0.23
subject105,ankle,50,0.5
subject105,ankle,545,5.45
subject105,ankle,19,0.19
subject105,ankle,236,2.36
subject105,ankle,136,1.36
subject105,ankle,64,0.64
subject105,ankle,514,5.14
subject105,ankle,54,0.54
subject105,ankle,36,0.36
subject105,ankle,158,1.58
subject105,ankle,415,4.15
subject105,ankle,849,8.49
subject105,ankle,75,0.75
subject105,ankle,86,0.86
subject105,ankle,1,0.01
subject105,ankle,208,2.08
subject105,ankle,156,1.56
subject105,ankle,25,0.25
subject105,ankle,770,7.7
subject105,ankle,604,6.04
subject105,ankle,311,3.11
subject105,ankle,173,1.73
subject105,ankle,94,0.94
subject105,ankle,180,1.8
subject105,ankle,59,0.59
subject105,ankle,106,1.06
subject105,ankle,12,0.12
subject105,ankle,30,0.3
subject105,ankle,14,0.14
subject105,ankle,96,0.96
subject105,ankle,129,1.29
subject105,ankle,79,0.79
subject105,ankle,359,3.59
subject105,ankle,1,0.01
subject105,ankle,1573,15.73
subject105,ankle,20,0.2
subject105,ankle,82,0.82
subject105,ankle,11,0.11
subject105,ankle,24,0.24
subject105,ankle,17,0.17
subject105,ankle,3,0.03
subject105,ankle,87,0.87
subject105,ankle,2,0.02
subject105,ankle,9,0.09
subject105,ankle,109,1.09
subject105,ankle,408,4.08
subject105,ankle,168,1.68
subject105,ankle,134,1.34
subject105,ankle,3,0.03
subject105,ankle,191,1.91
subject105,ankle,801,8.01
subject105,ankle,4,0.04
subject105,ankle,11,0.11
subject105,ankle,1,0.01
subject105,ankle,19,0.19
subject105,ankle,76,0.76
subject105,ankle,6,0.06
subject105,ankle,8,0.08
subject105,ankle,17,0.17
subject105,ankle,11,0.11
subject105,ankle,86,0.86
subject105,ankle,21,0.21
subject105,ankle,3,0.03
subject105,ankle,177,1.77
subject105,ankle,6,0.06
subject105,ankle,17,0.17
subject105,ankle,58,0.58
subject105,ankle,31,0.31
subject105,ankle,3,0.03
subject105,ankle,2,0.02
subject105,ankle,1,0.01
subject105,ankle,47,0.47
subject105,ankle,35,0.35
subject105,ankle,149,1.49
subject105,ankle,34,0.34
subject105,ankle,52,0.52
subject105,ankle,84,0.84
subject105,ankle,325,3.25
subject105,ankle,103,1.03
subject105,ankle,104,1.04
subject105,ankle,288,2.88
subject105,ankle,24,0.24
subject105,ankle,164,1.64
subject105,ankle,298,2.98
subject105,ankle,206,2.06
subject105,ankle,233,2.33
subject105,ankle,19,0.19
subject105,ankle,768,7.68
subject105,ankle,325,3.25
subject105,ankle,107,1.07
subject105,ankle,221,2.21
subject105,ankle,18,0.18
subject105,ankle,36,0.36
subject105,ankle,86,0.86
subject105,ankle,47,0.47
subject105,ankle,489,4.89
subject105,ankle,304,3.04
subject105,ankle,310,3.1
subject105,ankle,183,1.83
subject105,ankle,132,1.32
subject105,ankle,48,0.48
subject105,ankle,147,1.47
subject105,ankle,360,3.6
subject105,ankle,71,0.71
subject105,ankle,14,0.14
subject105,ankle,237,2.37
subject105,ankle,105,1.05
subject105,ankle,102,1.02
subject105,ankle,252,2.52
subject105,ankle,61,0.61
subject105,ankle,217,2.17
subject105,ankle,114,1.14
subject105,ankle,45,0.45
subject105,ankle,101,1.01
subject105,ankle,289,2.89
subject105,ankle,154,1.54
subject105,ankle,60,0.6
subject105,ankle,415,4.15
subject105,ankle,1258,12.58
subject105,ankle,174,1.74
subject105,ankle,259,2.59
subject105,ankle,17,0.17
subject105,ankle,52,0.52
subject105,ankle,24,0.24
subject105,ankle,98,0.98
subject105,ankle,523,5.23
subject105,ankle,4,0.04
subject105,ankle,2,0.02
subject105,ankle,11,0.11
subject105,ankle,54,0.54
subject105,ankle,26,0.26
subject105,ankle,54,0.54
subject105,ankle,5,0.05
subject105,ankle,56,0.56
subject105,ankle,146,1.46
subject105,ankle,93,0.93
subject105,ankle,10,0.1
subject105,ankle,114,1.14
subject105,ankle,15,0.15
subject105,ankle,22,0.22
subject105,ankle,5,0.05
subject105,ankle,164,1.64
subject105,ankle,248,2.48
subject105,ankle,102,1.02
subject105,ankle,252,2.52
subject105,ankle,102,1.02
subject105,ankle,151,1.51
subject105,ankle,6,0.06
subject105,ankle,79,0.79
subject105,ankle,125,1.25
subject105,ankle,1,0.01
subject105,ankle,115,1.15
subject105,ankle,198,1.98
subject105,ankle,212,2.12
subject105,ankle,42,0.42
subject105,ankle,11,0.11
subject105,ankle,193,1.93
subject105,ankle,51,0.51
subject105,ankle,2,0.02
subject105,ankle,4,0.04
subject105,ankle,51,0.51
subject105,ankle,71,0.71
subject105,ankle,119,1.19
subject105,ankle,113,1.13
subject105,ankle,5,0.05
subject105,ankle,100,1.0
subject105,ankle,60,0.6
subject105,ankle,29,0.29
subject105,ankle,207,2.07
subject105,ankle,258,2.58
subject105,ankle,248,2.48
subject105,ankle,25,0.25
subject105,ankle,94,0.94
subject105,ankle,18,0.18
subject105,ankle,108,1.08
subject105,ankle,239,2.39
subject105,ankle,1093,10.93
subject105,ankle,110,1.1
subject105,ankle,14,0.14
subject105,ankle,5,0.05
subject105,ankle,341,3.41
subject105,ankle,374,3.74
subject105,ankle,199,1.99
subject105,ankle,48,0.48
subject105,ankle,119,1.19
subject105,ankle,144,1.44
subject105,ankle,38,0.38
subject105,ankle,1,0.01
subject105,ankle,228,2.28
subject105,ankle,48,0.48
subject105,ankle,34,0.34
subject105,ankle,67,0.67
subject105,ankle,406,4.06
subject105,ankle,55,0.55
subject105,ankle,247,2.47
subject105,ankle,454,4.54
subject105,ankle,58,0.58
subject105,ankle,31,0.31
subject105,ankle,467,4.67
subject105,ankle,403,4.03
