subject,session,device,kind,n_samples,missing_frac,interior_missing_frac,n_runs,n_interior_runs,packet_level_agreement,median_run_s,p95_run_s,max_run_s
S4,S4-ADL2,Accelerometer HIP,Accelerometer,27737,0.021559649565562247,0.01564696975159534,10,9,1.0,1.4333333333333333,2.353333333333333,2.433333333333333
S4,S4-ADL2,Accelerometer LUA^,Accelerometer,27737,0.012798788621696651,0.006525579550780546,10,9,1.0,0.6666666666666666,0.7,0.7
S4,S4-ADL2,Accelerometer RUA_,Accelerometer,27737,0.014276958575188377,0.008256119984136712,12,11,1.0,0.6666666666666666,0.8666666666666667,1.0333333333333334
S4,S4-ADL2,Accelerometer LH,Accelerometer,27737,0.04960882575621012,0.036413454951869345,48,46,1.0,0.6666666666666666,1.2583333333333333,1.3666666666666667
S4,S4-ADL2,Accelerometer BACK,Accelerometer,27737,0.006165050293831345,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL2,Accelerometer RKN_,Accelerometer,27737,0.11327829253343909,0.10906010022713343,38,37,1.0,1.9666666666666666,5.026666666666662,16.4
S4,S4-ADL2,Accelerometer RWR,Accelerometer,27737,0.006814002956339907,0.0006850055882034827,2,1,1.0,0.6333333333333333,0.6333333333333333,0.6333333333333333
S4,S4-ADL2,Accelerometer RUA^,Accelerometer,27737,0.013916429318239176,0.00789559072718751,12,11,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S4,S4-ADL2,Accelerometer LUA_,Accelerometer,27737,0.011969571330713488,0.005912679813966903,9,8,1.0,0.6833333333333333,0.7,0.7
S4,S4-ADL2,Accelerometer LWR,Accelerometer,27737,0.006850055882034827,0.000757111439593323,2,1,1.0,0.7,0.7,0.7
S4,S4-ADL2,Accelerometer RH,Accelerometer,27737,0.02729206475105455,0.024515989472545695,31,29,1.0,0.6666666666666666,1.1266666666666665,1.8666666666666667
S4,S4-ADL2,InertialMeasurementUnit BACK,InertialMeasurementUnit,27737,0.005371885928543102,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL2,InertialMeasurementUnit RUA,InertialMeasurementUnit,27737,0.005371885928543102,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL2,InertialMeasurementUnit RLA,InertialMeasurementUnit,27737,0.005371885928543102,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL2,InertialMeasurementUnit LUA,InertialMeasurementUnit,27737,0.005371885928543102,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL2,InertialMeasurementUnit LLA,InertialMeasurementUnit,27737,0.005371885928543102,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL2,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,27737,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S4,S4-ADL2,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,27737,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S4,S4-ADL3,Accelerometer RKN^,Accelerometer,25132,0.15128123507878402,0.12943657488460927,45,44,1.0,1.6666666666666667,5.821666666666667,9.0
S4,S4-ADL3,Accelerometer HIP,Accelerometer,25132,0.03640776699029126,0.012494031513608148,8,7,1.0,1.3666666666666667,2.3966666666666665,2.566666666666667
S4,S4-ADL3,Accelerometer LUA^,Accelerometer,25132,0.11288397262454242,0.08877128760146427,10,9,1.0,0.6666666666666666,41.74666666666664,69.13333333333334
S4,S4-ADL3,Accelerometer RUA_,Accelerometer,25132,0.03051886041699825,0.006366385484641095,9,8,1.0,0.6666666666666666,0.6883333333333332,0.7
S4,S4-ADL3,Accelerometer LH,Accelerometer,25132,0.9958220595257042,0.9717093745026262,2,1,1.0,814.0333333333333,814.0333333333333,814.0333333333333
S4,S4-ADL3,Accelerometer BACK,Accelerometer,25132,0.024152474932357153,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL3,Accelerometer RKN_,Accelerometer,25132,0.19560719401559765,0.1750358109183511,58,57,1.0,1.6666666666666667,5.439999999999997,15.633333333333333
S4,S4-ADL3,Accelerometer RWR,Accelerometer,25132,0.016632182078624862,0.01436415724972147,16,15,1.0,0.7,1.323333333333333,1.5333333333333334
S4,S4-ADL3,Accelerometer RUA^,Accelerometer,25132,0.031752347604647464,0.007798822218685341,11,10,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S4,S4-ADL3,Accelerometer LUA_,Accelerometer,25132,0.03274709533662263,0.008912939678497532,12,11,1.0,0.6666666666666666,0.7,0.7
S4,S4-ADL3,Accelerometer LWR,Accelerometer,25132,0.0342989017985039,0.010424956231099793,14,13,1.0,0.6666666666666666,0.7,0.7
S4,S4-ADL3,Accelerometer RH,Accelerometer,25132,0.027773356676746776,0.0011141174598121915,2,1,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333
S4,S4-ADL3,InertialMeasurementUnit BACK,InertialMeasurementUnit,25132,0.023157727200381985,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL3,InertialMeasurementUnit RUA,InertialMeasurementUnit,25132,0.023157727200381985,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL3,InertialMeasurementUnit RLA,InertialMeasurementUnit,25132,0.023157727200381985,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL3,InertialMeasurementUnit LUA,InertialMeasurementUnit,25132,0.023157727200381985,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL3,InertialMeasurementUnit LLA,InertialMeasurementUnit,25132,0.023157727200381985,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL3,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,25132,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S4,S4-ADL3,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,25132,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S4,S4-ADL4,Accelerometer RKN^,Accelerometer,22230,0.08461538461538462,0.03873144399460189,16,15,1.0,1.5666666666666667,4.7733333333333325,5.1
S4,S4-ADL4,Accelerometer HIP,Accelerometer,22230,0.04673864147548358,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL4,Accelerometer LUA^,Accelerometer,22230,0.04754835807467386,0.0009446693657219973,2,1,1.0,0.7,0.7,0.7
S4,S4-ADL4,Accelerometer RUA_,Accelerometer,22230,0.05623031938821413,0.009806567701304543,11,10,1.0,0.6666666666666666,0.9749999999999995,1.2
S4,S4-ADL4,Accelerometer LH,Accelerometer,22230,0.9999550157444894,0.0,2,0,1.0,0.0,0.0,0.0
S4,S4-ADL4,Accelerometer BACK,Accelerometer,22230,0.04745838956365272,0.0008547008547008547,2,1,1.0,0.6333333333333333,0.6333333333333333,0.6333333333333333
S4,S4-ADL4,Accelerometer RKN_,Accelerometer,22230,0.13166891587944218,0.08686459739091318,30,29,1.0,1.9666666666666666,3.8866666666666663,6.966666666666667
S4,S4-ADL4,Accelerometer RWR,Accelerometer,22230,0.03909131803868646,0.005263157894736842,4,3,1.0,1.3666666666666667,1.7866666666666666,1.8333333333333333
S4,S4-ADL4,Accelerometer RUA^,Accelerometer,22230,0.05542060278902384,0.008906882591093117,11,10,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S4,S4-ADL4,Accelerometer LUA_,Accelerometer,22230,0.04651372019793072,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL4,Accelerometer LWR,Accelerometer,22230,0.05753486279802069,0.011021142600089968,13,12,1.0,0.6666666666666666,0.715,0.7333333333333333
S4,S4-ADL4,Accelerometer RH,Accelerometer,22230,0.10764732343679712,0.06009896536212326,12,10,1.0,1.4666666666666666,16.10666666666666,19.766666666666666
S4,S4-ADL4,InertialMeasurementUnit BACK,InertialMeasurementUnit,22230,0.0456140350877193,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL4,InertialMeasurementUnit RUA,InertialMeasurementUnit,22230,0.0456140350877193,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL4,InertialMeasurementUnit RLA,InertialMeasurementUnit,22230,0.0456140350877193,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL4,InertialMeasurementUnit LUA,InertialMeasurementUnit,22230,0.0456140350877193,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL4,InertialMeasurementUnit LLA,InertialMeasurementUnit,22230,0.0456140350877193,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL4,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,22230,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S4,S4-ADL4,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,22230,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S4,S4-ADL5,Accelerometer RKN^,Accelerometer,30527,0.05408327054738428,0.045500704294558915,26,25,1.0,1.2333333333333334,5.526666666666663,6.8
S4,S4-ADL5,Accelerometer HIP,Accelerometer,30527,0.011727323353097258,0.0018999574147476005,3,2,1.0,0.9666666666666667,1.0866666666666667,1.1
S4,S4-ADL5,Accelerometer LUA^,Accelerometer,30527,0.08733252530546728,0.07727585416188948,3,2,1.0,39.31666666666667,73.89166666666667,77.73333333333333
S4,S4-ADL5,Accelerometer RUA_,Accelerometer,30527,0.012022144331247748,0.0021620205064369247,4,3,1.0,0.6666666666666666,0.8466666666666666,0.8666666666666667
S4,S4-ADL5,Accelerometer LH,Accelerometer,30527,0.0287941821993645,0.012710059946932225,21,19,1.0,0.6666666666666666,0.7699999999999999,0.8
S4,S4-ADL5,Accelerometer BACK,Accelerometer,30527,0.009991155370655485,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL5,Accelerometer RKN_,Accelerometer,30527,0.10227012153175877,0.09440822878107905,51,50,1.0,1.4,3.8616666666666624,18.966666666666665
S4,S4-ADL5,Accelerometer RWR,Accelerometer,30527,0.01647721688996626,0.0065843351786942705,11,10,1.0,0.6666666666666666,0.7,0.7
S4,S4-ADL5,Accelerometer RUA^,Accelerometer,30527,0.01700134307334491,0.007108461362072919,12,11,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S4,S4-ADL5,Accelerometer LUA_,Accelerometer,30527,0.015854817047204116,0.006420545746388443,5,4,1.0,0.9666666666666667,3.5566666666666658,3.966666666666667
S4,S4-ADL5,Accelerometer LWR,Accelerometer,30527,0.010351492121728307,0.0006551577292233105,2,1,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S4,S4-ADL5,Accelerometer RH,Accelerometer,30527,0.011596291807252596,0.001867199528286435,3,2,1.0,0.95,1.2049999999999998,1.2333333333333334
S4,S4-ADL5,InertialMeasurementUnit BACK,InertialMeasurementUnit,30527,0.009106692436204017,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL5,InertialMeasurementUnit RUA,InertialMeasurementUnit,30527,0.009106692436204017,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL5,InertialMeasurementUnit RLA,InertialMeasurementUnit,30527,0.009106692436204017,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL5,InertialMeasurementUnit LUA,InertialMeasurementUnit,30527,0.009106692436204017,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL5,InertialMeasurementUnit LLA,InertialMeasurementUnit,30527,0.009106692436204017,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-ADL5,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,30527,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S4,S4-ADL5,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,30527,0.0,0.0,0,0,1.0,0.0,0.0,0.0
S4,S4-Drill,Accelerometer RKN^,Accelerometer,45460,0.08460184777826661,0.07846458424989002,103,102,1.0,0.6666666666666666,3.093333333333332,5.933333333333334
S4,S4-Drill,Accelerometer HIP,Accelerometer,45460,0.009018917729872416,0.005389353277606687,8,7,1.0,1.0666666666666667,1.9166666666666663,2.066666666666667
S4,S4-Drill,Accelerometer LUA^,Accelerometer,45460,0.007721073471183458,0.004399472063352398,11,10,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
S4,S4-Drill,Accelerometer RUA_,Accelerometer,45460,0.01205455345358557,0.008754949406071272,21,20,1.0,0.6666666666666666,0.6683333333333333,0.7
S4,S4-Drill,Accelerometer LH,Accelerometer,45460,0.015772107347118345,0.012472503299604048,26,25,1.0,0.6666666666666666,1.273333333333333,1.3666666666666667
S4,S4-Drill,Accelerometer BACK,Accelerometer,45460,0.0033435987681478224,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-Drill,Accelerometer RKN_,Accelerometer,45460,0.12912450505939288,0.1221073471183458,109,108,1.0,1.0166666666666666,4.3283333333333305,8.866666666666667
S4,S4-Drill,Accelerometer RWR,Accelerometer,45460,0.016102067751869776,0.012758468983721953,29,28,1.0,0.6666666666666666,0.9266666666666661,1.1
S4,S4-Drill,Accelerometer RUA^,Accelerometer,45460,0.008139023317201935,0.004817421909370875,12,11,1.0,0.6666666666666666,0.6833333333333333,0.7
S4,S4-Drill,Accelerometer LUA_,Accelerometer,45460,0.005521337439507259,0.0022217333919929607,6,5,1.0,0.6666666666666666,0.6933333333333334,0.7
S4,S4-Drill,Accelerometer LWR,Accelerometer,45460,0.007677078750549934,0.004377474703035636,11,10,1.0,0.6666666666666666,0.7,0.7
S4,S4-Drill,Accelerometer RH,Accelerometer,45460,0.12039155301363837,0.11183457985041795,228,226,1.0,0.6666666666666666,1.2916666666666667,1.9
S4,S4-Drill,InertialMeasurementUnit BACK,InertialMeasurementUnit,45460,0.002661680598328201,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-Drill,InertialMeasurementUnit RUA,InertialMeasurementUnit,45460,0.002661680598328201,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-Drill,InertialMeasurementUnit RLA,InertialMeasurementUnit,45460,0.002661680598328201,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-Drill,InertialMeasurementUnit LUA,InertialMeasurementUnit,45460,0.002661680598328201,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-Drill,InertialMeasurementUnit LLA,InertialMeasurementUnit,45460,0.002661680598328201,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-Drill,InertialMeasurementUnit L-SHOE,InertialMeasurementUnit,45460,0.002111746590409151,0.0,1,0,1.0,0.0,0.0,0.0
S4,S4-Drill,InertialMeasurementUnit R-SHOE,InertialMeasurementUnit,45460,0.002111746590409151,0.0,1,0,1.0,0.0,0.0,0.0
