subject,imu,run_samples,run_s
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,3,0.03
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,3,0.03
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,3,0.03
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,3,0.03
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,5,0.05
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,3,0.03
subject104,ankle,1,0.01
subject104,ankle,3,0.03
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,3,0.03
subject104,ankle,2,0.02
subject104,ankle,4,0.04
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,6,0.06
subject104,ankle,4,0.04
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,2,0.02
subject104,ankle,1,0.01
subject104,ankle,5,0.05
subject104,ankle,1,0.01
subject104,ankle,1,0.01
subject104,ankle,5,0.05
subject104,ankle,5,0.05
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,5,0.05
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,9,0.09
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,28,0.28
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,20,0.2
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,2,0.02
subject105,hand,8,0.08
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,6,0.06
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,5,0.05
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,7,0.07
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,5,0.05
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,5,0.05
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,8,0.08
subject105,hand,4,0.04
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,7,0.07
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,4,0.04
subject105,hand,6,0.06
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,3,0.03
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,6,0.06
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,7,0.07
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,6,0.06
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,4,0.04
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,5,0.05
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,8,0.08
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,6,0.06
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,3,0.03
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,10,0.1
subject105,hand,2,0.02
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,5,0.05
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,6,0.06
subject105,hand,6,0.06
subject105,hand,2,0.02
subject105,hand,4,0.04
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,8,0.08
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,3,0.03
subject105,hand,7,0.07
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,6,0.06
subject105,hand,2,0.02
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,5,0.05
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,5,0.05
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,2,0.02
subject105,hand,4,0.04
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,5,0.05
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,20,0.2
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,3,0.03
subject105,hand,2,0.02
subject105,hand,1,0.01
subject105,hand,1,0.01
subject105,hand,4,0.04
subject105,hand,1,0.01
