subject,session,device,kind,run_samples,run_s,boundary
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,43,1.4333333333333333,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,37,1.2333333333333334,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,31,1.0333333333333334,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,122,4.066666666666666,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,63,2.1,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,62,2.066666666666667,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,70,2.3333333333333335,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,35,1.1666666666666667,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,25,0.8333333333333334,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,39,1.3,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,30,1.0,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,74,2.466666666666667,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,80,2.6666666666666665,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,94,3.1333333333333333,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,48,1.6,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,117,3.9,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,31,1.0333333333333334,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,61,2.033333333333333,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,25,0.8333333333333334,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,36,1.2,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,55,1.8333333333333333,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,25,0.8333333333333334,False
S3,S3-ADL4,Accelerometer RKN^,Accelerometer,253,8.433333333333334,True
S3,S3-ADL4,Accelerometer HIP,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer HIP,Accelerometer,66,2.2,False
S3,S3-ADL4,Accelerometer HIP,Accelerometer,49,1.6333333333333333,False
S3,S3-ADL4,Accelerometer HIP,Accelerometer,56,1.8666666666666667,False
S3,S3-ADL4,Accelerometer HIP,Accelerometer,32,1.0666666666666667,False
S3,S3-ADL4,Accelerometer HIP,Accelerometer,24,0.8,False
S3,S3-ADL4,Accelerometer HIP,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer HIP,Accelerometer,27,0.9,False
S3,S3-ADL4,Accelerometer HIP,Accelerometer,279,9.3,True
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LUA^,Accelerometer,287,9.566666666666666,True
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,85,2.8333333333333335,False
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,184,6.133333333333334,False
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,114,3.8,False
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,111,3.7,False
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,243,8.1,False
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,275,9.166666666666666,False
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,72,2.4,False
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,124,4.133333333333334,False
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,33,1.1,False
S3,S3-ADL4,Accelerometer RUA_,Accelerometer,292,9.733333333333333,True
S3,S3-ADL4,Accelerometer LH,Accelerometer,22,0.7333333333333333,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,26,0.8666666666666667,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,31,1.0333333333333334,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,28,0.9333333333333333,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,34,1.1333333333333333,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,40,1.3333333333333333,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,22,0.7333333333333333,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,22,0.7333333333333333,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,62,2.066666666666667,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,32,1.0666666666666667,False
S3,S3-ADL4,Accelerometer LH,Accelerometer,286,9.533333333333333,True
S3,S3-ADL4,Accelerometer BACK,Accelerometer,285,9.5,True
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,37,1.2333333333333334,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,34,1.1333333333333333,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,49,1.6333333333333333,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,27,0.9,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,42,1.4,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,29,0.9666666666666667,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,59,1.9666666666666666,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,146,4.866666666666666,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,54,1.8,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,74,2.466666666666667,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,47,1.5666666666666667,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,43,1.4333333333333333,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,96,3.2,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,23,0.7666666666666667,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,81,2.7,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,32,1.0666666666666667,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,36,1.2,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,28,0.9333333333333333,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,207,6.9,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,156,5.2,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,22,0.7333333333333333,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,26,0.8666666666666667,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,27,0.9,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,52,1.7333333333333334,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,36,1.2,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,114,3.8,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,333,11.1,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,423,14.1,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,155,5.166666666666667,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,490,16.333333333333332,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,42,1.4,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,29,0.9666666666666667,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,27,0.9,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,72,2.4,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,69,2.3,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,161,5.366666666666666,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,70,2.3333333333333335,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,105,3.5,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,37,1.2333333333333334,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,132,4.4,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,147,4.9,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,87,2.9,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,112,3.7333333333333334,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,98,3.2666666666666666,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,74,2.466666666666667,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,37,1.2333333333333334,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,64,2.1333333333333333,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,82,2.7333333333333334,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,56,1.8666666666666667,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,79,2.6333333333333333,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,30,1.0,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,129,4.3,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,126,4.2,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,44,1.4666666666666666,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,66,2.2,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,56,1.8666666666666667,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,81,2.7,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,79,2.6333333333333333,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,138,4.6,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,45,1.5,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,68,2.2666666666666666,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,116,3.8666666666666667,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,190,6.333333333333333,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,433,14.433333333333334,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,34,1.1333333333333333,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,141,4.7,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,81,2.7,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,123,4.1,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,59,1.9666666666666666,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,73,2.433333333333333,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,84,2.8,False
S3,S3-ADL4,Accelerometer RKN_,Accelerometer,194,6.466666666666667,True
S3,S3-ADL4,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RWR,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RWR,Accelerometer,291,9.7,True
S3,S3-ADL4,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RUA^,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RUA^,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RUA^,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RUA^,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RUA^,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RUA^,Accelerometer,281,9.366666666666667,True
S3,S3-ADL4,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LUA_,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer LUA_,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer LUA_,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LUA_,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LUA_,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LUA_,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer LUA_,Accelerometer,281,9.366666666666667,True
S3,S3-ADL4,Accelerometer LWR,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,31,1.0333333333333334,False
S3,S3-ADL4,Accelerometer LWR,Accelerometer,278,9.266666666666667,True
S3,S3-ADL4,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,25,0.8333333333333334,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,23,0.7666666666666667,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,23,0.7666666666666667,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,37,1.2333333333333334,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,21,0.7,False
S3,S3-ADL4,Accelerometer RH,Accelerometer,4652,155.06666666666666,True
S3,S3-ADL4,InertialMeasurementUnit BACK,InertialMeasurementUnit,140,4.666666666666667,True
S3,S3-ADL4,InertialMeasurementUnit RUA,InertialMeasurementUnit,140,4.666666666666667,True
S3,S3-ADL4,InertialMeasurementUnit RLA,InertialMeasurementUnit,140,4.666666666666667,True
S3,S3-ADL4,InertialMeasurementUnit LUA,InertialMeasurementUnit,140,4.666666666666667,True
S3,S3-ADL4,InertialMeasurementUnit LLA,InertialMeasurementUnit,140,4.666666666666667,True
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,56,1.8666666666666667,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,52,1.7333333333333334,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,194,6.466666666666667,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,25,0.8333333333333334,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,37,1.2333333333333334,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,41,1.3666666666666667,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,46,1.5333333333333334,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,34,1.1333333333333333,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,266,8.866666666666667,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,608,20.266666666666666,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,208,6.933333333333334,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,214,7.133333333333334,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,124,4.133333333333334,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,34,1.1333333333333333,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,33,1.1,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,21,0.7,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,31,1.0333333333333334,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,47,1.5666666666666667,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,32,1.0666666666666667,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,50,1.6666666666666667,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,238,7.933333333333334,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,149,4.966666666666667,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,51,1.7,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,115,3.8333333333333335,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,38,1.2666666666666666,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,67,2.2333333333333334,False
S3,S3-ADL5,Accelerometer RKN^,Accelerometer,239,7.966666666666667,True
S3,S3-ADL5,Accelerometer HIP,Accelerometer,42,1.4,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,124,4.133333333333334,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,83,2.7666666666666666,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,86,2.8666666666666667,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,81,2.7,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,43,1.4333333333333333,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,22,0.7333333333333333,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,49,1.6333333333333333,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,27,0.9,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,26,0.8666666666666667,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,119,3.966666666666667,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,40,1.3333333333333333,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,52,1.7333333333333334,False
S3,S3-ADL5,Accelerometer HIP,Accelerometer,297,9.9,True
S3,S3-ADL5,Accelerometer LUA^,Accelerometer,782,26.066666666666666,False
S3,S3-ADL5,Accelerometer LUA^,Accelerometer,311,10.366666666666667,True
S3,S3-ADL5,Accelerometer RUA_,Accelerometer,167,5.566666666666666,False
S3,S3-ADL5,Accelerometer RUA_,Accelerometer,284,9.466666666666667,False
S3,S3-ADL5,Accelerometer RUA_,Accelerometer,244,8.133333333333333,False
S3,S3-ADL5,Accelerometer RUA_,Accelerometer,29,0.9666666666666667,False
S3,S3-ADL5,Accelerometer RUA_,Accelerometer,304,10.133333333333333,True
S3,S3-ADL5,Accelerometer LH,Accelerometer,22,0.7333333333333333,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,31,1.0333333333333334,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,22,0.7333333333333333,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,51,1.7,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,21,0.7,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,30,1.0,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,32,1.0666666666666667,False
S3,S3-ADL5,Accelerometer LH,Accelerometer,311,10.366666666666667,True
S3,S3-ADL5,Accelerometer BACK,Accelerometer,19,0.6333333333333333,False
S3,S3-ADL5,Accelerometer BACK,Accelerometer,310,10.333333333333334,True
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,69,2.3,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,186,6.2,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,151,5.033333333333333,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,212,7.066666666666666,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,216,7.2,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,76,2.533333333333333,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,156,5.2,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,33,1.1,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,895,29.833333333333332,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,622,20.733333333333334,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,202,6.733333333333333,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,93,3.1,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,71,2.3666666666666667,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,20,0.6666666666666666,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,27,0.9,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,41,1.3666666666666667,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,64,2.1333333333333333,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,34,1.1333333333333333,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,73,2.433333333333333,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,76,2.533333333333333,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,24,0.8,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,71,2.3666666666666667,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,22,0.7333333333333333,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,36,1.2,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,90,3.0,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,58,1.9333333333333333,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,254,8.466666666666667,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,67,2.2333333333333334,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,276,9.2,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,102,3.4,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,128,4.266666666666667,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,144,4.8,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,59,1.9666666666666666,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,86,2.8666666666666667,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,68,2.2666666666666666,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,24,0.8,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,65,2.1666666666666665,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,25,0.8333333333333334,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,42,1.4,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,74,2.466666666666667,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,25,0.8333333333333334,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,44,1.4666666666666666,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,28,0.9333333333333333,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,56,1.8666666666666667,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,29,0.9666666666666667,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,77,2.566666666666667,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,48,1.6,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,108,3.6,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,218,7.266666666666667,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,83,2.7666666666666666,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,484,16.133333333333333,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,32,1.0666666666666667,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,250,8.333333333333334,False
S3,S3-ADL5,Accelerometer RKN_,Accelerometer,118,3.933333333333333,False
