dataset,series,run_s,ccdf
pamap2,empirical,0.01,0.2642129654577787
pamap2,empirical,0.01,0.2641590774370858
pamap2,empirical,0.01,0.2641051894163927
pamap2,empirical,0.01,0.26405130139569977
pamap2,empirical,0.01,0.2639974133750067
pamap2,empirical,0.01,0.26394352535431376
pamap2,empirical,0.01,0.2638896373336207
pamap2,empirical,0.01,0.26383574931292775
pamap2,empirical,0.01,0.2637818612922347
pamap2,empirical,0.01,0.26372797327154174
pamap2,empirical,0.01,0.2636740852508488
pamap2,empirical,0.01,0.26362019723015573
pamap2,empirical,0.01,0.2635663092094628
pamap2,empirical,0.01,0.2635124211887697
pamap2,empirical,0.01,0.26345853316807677
pamap2,empirical,0.01,0.2634046451473837
pamap2,empirical,0.01,0.26335075712669076
pamap2,empirical,0.01,0.2632968691059977
pamap2,empirical,0.01,0.26324298108530475
pamap2,empirical,0.01,0.2631890930646117
pamap2,empirical,0.01,0.26313520504391874
pamap2,empirical,0.01,0.2630813170232258
pamap2,empirical,0.01,0.26302742900253273
pamap2,empirical,0.01,0.2629735409818398
pamap2,empirical,0.01,0.2629196529611467
pamap2,empirical,0.01,0.26286576494045377
pamap2,empirical,0.01,0.2628118769197607
pamap2,empirical,0.01,0.26275798889906776
pamap2,empirical,0.01,0.2627041008783747
pamap2,empirical,0.01,0.26265021285768175
pamap2,empirical,0.01,0.2625963248369887
pamap2,empirical,0.01,0.26254243681629574
pamap2,empirical,0.01,0.2624885487956027
pamap2,empirical,0.01,0.26243466077490973
pamap2,empirical,0.01,0.2623807727542168
pamap2,empirical,0.01,0.2623268847335237
pamap2,empirical,0.01,0.2622729967128308
pamap2,empirical,0.01,0.2622191086921377
pamap2,empirical,0.01,0.26216522067144477
pamap2,empirical,0.01,0.2621113326507517
pamap2,empirical,0.01,0.26205744463005876
pamap2,empirical,0.01,0.2620035566093657
pamap2,empirical,0.01,0.26194966858867275
pamap2,empirical,0.01,0.2618957805679797
pamap2,empirical,0.01,0.26184189254728674
pamap2,empirical,0.01,0.2617880045265938
pamap2,empirical,0.01,0.2617341165059007
pamap2,empirical,0.01,0.2616802284852078
pamap2,empirical,0.01,0.2616263404645147
pamap2,empirical,0.01,0.26157245244382177
pamap2,empirical,0.01,0.2615185644231287
pamap2,empirical,0.01,0.26146467640243576
pamap2,empirical,0.01,0.2614107883817427
pamap2,empirical,0.01,0.26135690036104975
pamap2,empirical,0.01,0.2613030123403567
pamap2,empirical,0.01,0.26124912431966374
pamap2,empirical,0.01,0.2611952362989708
pamap2,empirical,0.01,0.26114134827827773
pamap2,empirical,0.01,0.2610874602575848
pamap2,empirical,0.01,0.2610335722368917
pamap2,empirical,0.01,0.26097968421619877
pamap2,empirical,0.01,0.2609257961955057
pamap2,empirical,0.01,0.26087190817481276
pamap2,empirical,0.01,0.2608180201541197
pamap2,empirical,0.01,0.26076413213342675
pamap2,empirical,0.01,0.2607102441127337
pamap2,empirical,0.01,0.26065635609204074
pamap2,empirical,0.01,0.2606024680713478
pamap2,empirical,0.01,0.26054858005065473
pamap2,empirical,0.01,0.2604946920299618
pamap2,empirical,0.01,0.2604408040092687
pamap2,empirical,0.01,0.2603869159885758
pamap2,empirical,0.01,0.2603330279678827
pamap2,empirical,0.01,0.26027913994718976
pamap2,empirical,0.01,0.2602252519264967
pamap2,empirical,0.01,0.26017136390580375
pamap2,empirical,0.01,0.2601174758851107
pamap2,empirical,0.01,0.26006358786441774
pamap2,empirical,0.01,0.2600096998437248
pamap2,empirical,0.01,0.25995581182303173
pamap2,empirical,0.01,0.2599019238023388
pamap2,empirical,0.01,0.2598480357816457
pamap2,empirical,0.01,0.2597941477609528
pamap2,empirical,0.01,0.2597402597402597
pamap2,empirical,0.01,0.25968637171956677
pamap2,empirical,0.01,0.2596324836988737
pamap2,empirical,0.01,0.25957859567818076
pamap2,empirical,0.01,0.2595247076574877
pamap2,empirical,0.01,0.25947081963679475
pamap2,empirical,0.01,0.2594169316161017
pamap2,empirical,0.01,0.25936304359540874
pamap2,empirical,0.01,0.2593091555747158
pamap2,empirical,0.01,0.25925526755402273
pamap2,empirical,0.01,0.2592013795333298
pamap2,empirical,0.01,0.2591474915126367
pamap2,empirical,0.01,0.25909360349194377
pamap2,empirical,0.01,0.2590397154712507
pamap2,empirical,0.01,0.25898582745055776
pamap2,empirical,0.01,0.2589319394298647
pamap2,empirical,0.01,0.25887805140917175
pamap2,empirical,0.01,0.2588241633884787
pamap2,empirical,0.01,0.25877027536778574
pamap2,empirical,0.01,0.2587163873470928
pamap2,empirical,0.01,0.25866249932639973
pamap2,empirical,0.01,0.2586086113057068
pamap2,empirical,0.01,0.2585547232850137
pamap2,empirical,0.01,0.25850083526432077
pamap2,empirical,0.01,0.2584469472436277
pamap2,empirical,0.01,0.25839305922293476
pamap2,empirical,0.01,0.2583391712022417
pamap2,empirical,0.01,0.25828528318154875
pamap2,empirical,0.01,0.2582313951608557
pamap2,empirical,0.01,0.25817750714016274
pamap2,empirical,0.01,0.2581236191194698
pamap2,empirical,0.01,0.25806973109877673
pamap2,empirical,0.01,0.2580158430780838
pamap2,empirical,0.01,0.2579619550573907
pamap2,empirical,0.01,0.2579080670366978
pamap2,empirical,0.01,0.2578541790160047
pamap2,empirical,0.01,0.25780029099531176
pamap2,empirical,0.01,0.2577464029746187
pamap2,empirical,0.01,0.25769251495392576
pamap2,empirical,0.01,0.2576386269332327
pamap2,empirical,0.01,0.25758473891253975
pamap2,empirical,0.01,0.2575308508918468
pamap2,empirical,0.01,0.25747696287115374
pamap2,empirical,0.01,0.2574230748504608
pamap2,empirical,0.01,0.2573691868297677
pamap2,empirical,0.01,0.2573152988090748
pamap2,empirical,0.01,0.2572614107883817
pamap2,empirical,0.01,0.25720752276768877
pamap2,empirical,0.01,0.2571536347469957
pamap2,empirical,0.01,0.25709974672630276
pamap2,empirical,0.01,0.2570458587056097
pamap2,empirical,0.01,0.25699197068491675
pamap2,empirical,0.01,0.2569380826642237
pamap2,empirical,0.01,0.25688419464353074
pamap2,empirical,0.01,0.2568303066228378
pamap2,empirical,0.01,0.25677641860214473
pamap2,empirical,0.01,0.2567225305814518
pamap2,empirical,0.01,0.2566686425607587
pamap2,empirical,0.01,0.25661475454006577
pamap2,empirical,0.01,0.2565608665193727
pamap2,empirical,0.01,0.25650697849867976
pamap2,empirical,0.01,0.2564530904779867
pamap2,empirical,0.01,0.25639920245729375
pamap2,empirical,0.01,0.2563453144366007
pamap2,empirical,0.01,0.25629142641590774
pamap2,empirical,0.01,0.2562375383952148
pamap2,empirical,0.01,0.25618365037452173
pamap2,empirical,0.01,0.2561297623538288
pamap2,empirical,0.01,0.2560758743331357
pamap2,empirical,0.01,0.2560219863124428
pamap2,empirical,0.01,0.2559680982917497
pamap2,empirical,0.01,0.25591421027105676
pamap2,empirical,0.01,0.2558603222503637
pamap2,empirical,0.01,0.25580643422967075
pamap2,empirical,0.01,0.2557525462089777
pamap2,empirical,0.01,0.25569865818828474
pamap2,empirical,0.01,0.2556447701675918
pamap2,empirical,0.01,0.25559088214689873
pamap2,empirical,0.01,0.2555369941262058
pamap2,empirical,0.01,0.2554831061055127
pamap2,empirical,0.01,0.2554292180848198
pamap2,empirical,0.01,0.2553753300641267
pamap2,empirical,0.01,0.25532144204343377
pamap2,empirical,0.01,0.2552675540227407
pamap2,empirical,0.01,0.25521366600204776
pamap2,empirical,0.01,0.2551597779813547
pamap2,empirical,0.01,0.25510588996066175
pamap2,empirical,0.01,0.2550520019399688
pamap2,empirical,0.01,0.25499811391927574
pamap2,empirical,0.01,0.2549442258985828
pamap2,empirical,0.01,0.2548903378778897
pamap2,empirical,0.01,0.2548364498571968
pamap2,empirical,0.01,0.2547825618365037
pamap2,empirical,0.01,0.25472867381581077
pamap2,empirical,0.01,0.2546747857951177
pamap2,empirical,0.01,0.25462089777442476
pamap2,empirical,0.01,0.2545670097537317
pamap2,empirical,0.01,0.25451312173303875
pamap2,empirical,0.01,0.2544592337123458
pamap2,empirical,0.01,0.25440534569165274
pamap2,empirical,0.01,0.2543514576709598
pamap2,empirical,0.01,0.25429756965026673
pamap2,empirical,0.01,0.2542436816295738
pamap2,empirical,0.01,0.2541897936088807
pamap2,empirical,0.01,0.25413590558818777
pamap2,empirical,0.01,0.2540820175674947
pamap2,empirical,0.01,0.25402812954680176
pamap2,empirical,0.01,0.2539742415261087
pamap2,empirical,0.01,0.25392035350541575
pamap2,empirical,0.01,0.2538664654847227
pamap2,empirical,0.01,0.25381257746402974
pamap2,empirical,0.01,0.2537586894433368
pamap2,empirical,0.01,0.25370480142264373
pamap2,empirical,0.01,0.2536509134019508
pamap2,empirical,0.01,0.2535970253812577
pamap2,empirical,0.01,0.2535431373605648
pamap2,empirical,0.01,0.2534892493398717
pamap2,empirical,0.01,0.25343536131917876
pamap2,empirical,0.01,0.2533814732984857
pamap2,empirical,0.01,0.25332758527779276
pamap2,empirical,0.01,0.2532736972570997
pamap2,empirical,0.01,0.25321980923640675
pamap2,empirical,0.01,0.2531659212157138
pamap2,empirical,0.01,0.25311203319502074
pamap2,empirical,0.01,0.2530581451743278
pamap2,empirical,0.01,0.2530042571536347
pamap2,empirical,0.01,0.2529503691329418
pamap2,empirical,0.01,0.2528964811122487
pamap2,empirical,0.01,0.25284259309155577
pamap2,empirical,0.01,0.2527887050708627
pamap2,empirical,0.01,0.25273481705016976
pamap2,empirical,0.01,0.2526809290294767
pamap2,empirical,0.01,0.25262704100878375
pamap2,empirical,0.01,0.2525731529880908
pamap2,empirical,0.01,0.25251926496739774
pamap2,empirical,0.01,0.2524653769467048
pamap2,empirical,0.01,0.25241148892601173
pamap2,empirical,0.01,0.2523576009053188
pamap2,empirical,0.01,0.2523037128846257
pamap2,empirical,0.01,0.25224982486393277
pamap2,empirical,0.01,0.2521959368432397
pamap2,empirical,0.01,0.25214204882254676
pamap2,empirical,0.01,0.2520881608018537
pamap2,empirical,0.01,0.25203427278116075
pamap2,empirical,0.01,0.2519803847604678
pamap2,empirical,0.01,0.25192649673977474
pamap2,empirical,0.01,0.2518726087190818
pamap2,empirical,0.01,0.25181872069838873
pamap2,empirical,0.01,0.2517648326776958
pamap2,empirical,0.01,0.2517109446570027
pamap2,empirical,0.01,0.2516570566363098
pamap2,empirical,0.01,0.2516031686156167
pamap2,empirical,0.01,0.25154928059492376
pamap2,empirical,0.01,0.2514953925742307
pamap2,empirical,0.01,0.25144150455353775
pamap2,empirical,0.01,0.2513876165328447
pamap2,empirical,0.01,0.25133372851215174
pamap2,empirical,0.01,0.2512798404914588
pamap2,empirical,0.01,0.25122595247076573
pamap2,empirical,0.01,0.2511720644500728
pamap2,empirical,0.01,0.2511181764293797
pamap2,empirical,0.01,0.2510642884086868
pamap2,empirical,0.01,0.2510104003879937
pamap2,empirical,0.01,0.25095651236730077
pamap2,empirical,0.01,0.2509026243466077
pamap2,empirical,0.01,0.25084873632591476
pamap2,empirical,0.01,0.2507948483052217
pamap2,empirical,0.01,0.25074096028452875
pamap2,empirical,0.01,0.2506870722638358
pamap2,empirical,0.01,0.25063318424314274
pamap2,empirical,0.01,0.2505792962224498
pamap2,empirical,0.01,0.2505254082017567
pamap2,empirical,0.01,0.2504715201810638
pamap2,empirical,0.01,0.2504176321603707
pamap2,empirical,0.01,0.25036374413967777
pamap2,empirical,0.01,0.2503098561189847
pamap2,empirical,0.01,0.25025596809829176
pamap2,empirical,0.01,0.2502020800775987
pamap2,empirical,0.01,0.25014819205690575
pamap2,empirical,0.01,0.2500943040362128
pamap2,empirical,0.01,0.25004041601551974
pamap2,empirical,0.01,0.2499865279948268
pamap2,empirical,0.01,0.24993263997413373
pamap2,empirical,0.01,0.24987875195344078
pamap2,empirical,0.01,0.24982486393274772
pamap2,empirical,0.01,0.24977097591205477
pamap2,empirical,0.01,0.2497170878913617
pamap2,empirical,0.01,0.24966319987066876
pamap2,empirical,0.01,0.2496093118499757
pamap2,empirical,0.01,0.24955542382928275
pamap2,empirical,0.01,0.2495015358085898
pamap2,empirical,0.01,0.24944764778789674
pamap2,empirical,0.01,0.2493937597672038
pamap2,empirical,0.01,0.24933987174651073
pamap2,empirical,0.01,0.24928598372581778
pamap2,empirical,0.01,0.24923209570512472
pamap2,empirical,0.01,0.24917820768443177
pamap2,empirical,0.01,0.2491243196637387
pamap2,empirical,0.01,0.24907043164304576
pamap2,empirical,0.01,0.2490165436223527
pamap2,empirical,0.01,0.24896265560165975
pamap2,empirical,0.01,0.2489087675809668
pamap2,empirical,0.01,0.24885487956027375
pamap2,empirical,0.01,0.2488009915395808
pamap2,empirical,0.01,0.24874710351888774
pamap2,empirical,0.01,0.2486932154981948
pamap2,empirical,0.01,0.24863932747750173
pamap2,empirical,0.01,0.24858543945680878
pamap2,empirical,0.01,0.24853155143611572
pamap2,empirical,0.01,0.24847766341542277
pamap2,empirical,0.01,0.2484237753947297
pamap2,empirical,0.01,0.24836988737403676
pamap2,empirical,0.01,0.2483159993533437
pamap2,empirical,0.01,0.24826211133265075
pamap2,empirical,0.01,0.2482082233119578
pamap2,empirical,0.01,0.24815433529126474
pamap2,empirical,0.01,0.2481004472705718
pamap2,empirical,0.01,0.24804655924987873
pamap2,empirical,0.01,0.24799267122918578
pamap2,empirical,0.01,0.24793878320849272
pamap2,empirical,0.01,0.24788489518779977
pamap2,empirical,0.01,0.2478310071671067
pamap2,empirical,0.01,0.24777711914641376
pamap2,empirical,0.01,0.2477232311257207
pamap2,empirical,0.01,0.24766934310502775
pamap2,empirical,0.01,0.2476154550843348
pamap2,empirical,0.01,0.24756156706364174
pamap2,empirical,0.01,0.2475076790429488
pamap2,empirical,0.01,0.24745379102225573
pamap2,empirical,0.01,0.24739990300156278
pamap2,empirical,0.01,0.24734601498086972
pamap2,empirical,0.01,0.24729212696017677
pamap2,empirical,0.01,0.2472382389394837
pamap2,empirical,0.01,0.24718435091879076
pamap2,empirical,0.01,0.2471304628980977
pamap2,empirical,0.01,0.24707657487740475
pamap2,empirical,0.01,0.2470226868567118
pamap2,empirical,0.01,0.24696879883601874
pamap2,empirical,0.01,0.2469149108153258
pamap2,empirical,0.01,0.24686102279463273
pamap2,empirical,0.01,0.24680713477393978
pamap2,empirical,0.01,0.24675324675324672
pamap2,empirical,0.01,0.24669935873255378
pamap2,empirical,0.01,0.24664547071186071
pamap2,empirical,0.01,0.24659158269116777
pamap2,empirical,0.01,0.2465376946704747
pamap2,empirical,0.01,0.24648380664978176
pamap2,empirical,0.01,0.2464299186290888
pamap2,empirical,0.01,0.24637603060839575
pamap2,empirical,0.01,0.2463221425877028
pamap2,empirical,0.01,0.24626825456700974
pamap2,empirical,0.01,0.2462143665463168
pamap2,empirical,0.01,0.24616047852562373
pamap2,empirical,0.01,0.24610659050493078
pamap2,empirical,0.01,0.24605270248423772
pamap2,empirical,0.01,0.24599881446354477
pamap2,empirical,0.01,0.2459449264428517
pamap2,empirical,0.01,0.24589103842215876
pamap2,empirical,0.01,0.2458371504014658
pamap2,empirical,0.01,0.24578326238077275
pamap2,empirical,0.01,0.2457293743600798
pamap2,empirical,0.01,0.24567548633938674
pamap2,empirical,0.01,0.2456215983186938
pamap2,empirical,0.01,0.24556771029800073
pamap2,empirical,0.01,0.24551382227730778
pamap2,empirical,0.01,0.24545993425661472
pamap2,empirical,0.01,0.24540604623592177
pamap2,empirical,0.01,0.2453521582152287
pamap2,empirical,0.01,0.24529827019453576
pamap2,empirical,0.01,0.2452443821738427
pamap2,empirical,0.01,0.24519049415314975
pamap2,empirical,0.01,0.2451366061324568
pamap2,empirical,0.01,0.24508271811176374
pamap2,empirical,0.01,0.2450288300910708
pamap2,empirical,0.01,0.24497494207037773
pamap2,empirical,0.01,0.24492105404968478
pamap2,empirical,0.01,0.24486716602899172
pamap2,empirical,0.01,0.24481327800829877
pamap2,empirical,0.01,0.2447593899876057
pamap2,empirical,0.01,0.24470550196691276
pamap2,empirical,0.01,0.2446516139462197
pamap2,empirical,0.01,0.24459772592552675
pamap2,empirical,0.01,0.2445438379048338
pamap2,empirical,0.01,0.24448994988414074
pamap2,empirical,0.01,0.2444360618634478
pamap2,empirical,0.01,0.24438217384275474
pamap2,empirical,0.01,0.24432828582206179
pamap2,empirical,0.01,0.24427439780136873
pamap2,empirical,0.01,0.24422050978067578
pamap2,empirical,0.01,0.24416662175998272
pamap2,empirical,0.01,0.24411273373928977
pamap2,empirical,0.01,0.2440588457185967
pamap2,empirical,0.01,0.24400495769790376
pamap2,empirical,0.01,0.2439510696772108
pamap2,empirical,0.01,0.24389718165651775
pamap2,empirical,0.01,0.2438432936358248
pamap2,empirical,0.01,0.24378940561513174
pamap2,empirical,0.01,0.2437355175944388
pamap2,empirical,0.01,0.24368162957374573
pamap2,empirical,0.01,0.24362774155305278
pamap2,empirical,0.01,0.24357385353235972
pamap2,empirical,0.01,0.24351996551166677
pamap2,empirical,0.01,0.2434660774909737
pamap2,empirical,0.01,0.24341218947028076
pamap2,empirical,0.01,0.2433583014495878
pamap2,empirical,0.01,0.24330441342889475
pamap2,empirical,0.01,0.2432505254082018
pamap2,empirical,0.01,0.24319663738750874
pamap2,empirical,0.01,0.2431427493668158
pamap2,empirical,0.01,0.24308886134612273
pamap2,empirical,0.01,0.24303497332542978
pamap2,empirical,0.01,0.24298108530473672
pamap2,empirical,0.01,0.24292719728404377
pamap2,empirical,0.01,0.2428733092633507
pamap2,empirical,0.01,0.24281942124265776
pamap2,empirical,0.01,0.2427655332219647
pamap2,empirical,0.01,0.24271164520127175
pamap2,empirical,0.01,0.2426577571805788
pamap2,empirical,0.02,0.24260386915988574
pamap2,empirical,0.02,0.2425499811391928
pamap2,empirical,0.02,0.24249609311849973
pamap2,empirical,0.02,0.24244220509780678
pamap2,empirical,0.02,0.24238831707711372
pamap2,empirical,0.02,0.24233442905642077
pamap2,empirical,0.02,0.24228054103572771
pamap2,empirical,0.02,0.24222665301503477
pamap2,empirical,0.02,0.2421727649943417
pamap2,empirical,0.02,0.24211887697364876
pamap2,empirical,0.02,0.2420649889529558
pamap2,empirical,0.02,0.24201110093226275
pamap2,empirical,0.02,0.2419572129115698
pamap2,empirical,0.02,0.24190332489087674
pamap2,empirical,0.02,0.2418494368701838
pamap2,empirical,0.02,0.24179554884949073
pamap2,empirical,0.02,0.24174166082879778
pamap2,empirical,0.02,0.24168777280810472
pamap2,empirical,0.02,0.24163388478741177
pamap2,empirical,0.02,0.2415799967667187
pamap2,empirical,0.02,0.24152610874602576
pamap2,empirical,0.02,0.2414722207253328
pamap2,empirical,0.02,0.24141833270463975
pamap2,empirical,0.02,0.2413644446839468
pamap2,empirical,0.02,0.24131055666325374
pamap2,empirical,0.02,0.2412566686425608
pamap2,empirical,0.02,0.24120278062186773
pamap2,empirical,0.02,0.24114889260117478
pamap2,empirical,0.02,0.24109500458048172
pamap2,empirical,0.02,0.24104111655978877
pamap2,empirical,0.02,0.2409872285390957
pamap2,empirical,0.02,0.24093334051840276
pamap2,empirical,0.02,0.2408794524977098
pamap2,empirical,0.02,0.24082556447701675
pamap2,empirical,0.02,0.2407716764563238
pamap2,empirical,0.02,0.24071778843563074
pamap2,empirical,0.02,0.2406639004149378
pamap2,empirical,0.02,0.24061001239424473
pamap2,empirical,0.02,0.24055612437355178
pamap2,empirical,0.02,0.24050223635285872
pamap2,empirical,0.02,0.24044834833216577
pamap2,empirical,0.02,0.2403944603114727
pamap2,empirical,0.02,0.24034057229077976
pamap2,empirical,0.02,0.24028668427008681
pamap2,empirical,0.02,0.24023279624939375
pamap2,empirical,0.02,0.2401789082287008
pamap2,empirical,0.02,0.24012502020800774
pamap2,empirical,0.02,0.2400711321873148
pamap2,empirical,0.02,0.24001724416662173
pamap2,empirical,0.02,0.23996335614592879
pamap2,empirical,0.02,0.23990946812523573
pamap2,empirical,0.02,0.23985558010454278
pamap2,empirical,0.02,0.23980169208384972
pamap2,empirical,0.02,0.23974780406315677
pamap2,empirical,0.02,0.2396939160424637
pamap2,empirical,0.02,0.23964002802177076
pamap2,empirical,0.02,0.2395861400010778
pamap2,empirical,0.02,0.23953225198038475
pamap2,empirical,0.02,0.2394783639596918
pamap2,empirical,0.02,0.23942447593899874
pamap2,empirical,0.02,0.2393705879183058
pamap2,empirical,0.02,0.23931669989761273
pamap2,empirical,0.02,0.23926281187691978
pamap2,empirical,0.02,0.23920892385622672
pamap2,empirical,0.02,0.23915503583553377
pamap2,empirical,0.02,0.2391011478148407
pamap2,empirical,0.02,0.23904725979414776
pamap2,empirical,0.02,0.2389933717734548
pamap2,empirical,0.02,0.23893948375276175
pamap2,empirical,0.02,0.2388855957320688
pamap2,empirical,0.02,0.23883170771137574
pamap2,empirical,0.02,0.2387778196906828
pamap2,empirical,0.02,0.23872393166998973
pamap2,empirical,0.02,0.23867004364929678
pamap2,empirical,0.02,0.23861615562860372
pamap2,empirical,0.02,0.23856226760791077
pamap2,empirical,0.02,0.2385083795872177
pamap2,empirical,0.02,0.23845449156652476
pamap2,empirical,0.02,0.2384006035458318
pamap2,empirical,0.02,0.23834671552513875
pamap2,empirical,0.02,0.2382928275044458
pamap2,empirical,0.02,0.23823893948375274
pamap2,empirical,0.02,0.2381850514630598
pamap2,empirical,0.02,0.23813116344236673
pamap2,empirical,0.02,0.23807727542167378
pamap2,empirical,0.02,0.23802338740098072
pamap2,empirical,0.02,0.23796949938028777
pamap2,empirical,0.02,0.23791561135959471
pamap2,empirical,0.02,0.23786172333890176
pamap2,empirical,0.02,0.23780783531820882
pamap2,empirical,0.02,0.23775394729751576
pamap2,empirical,0.02,0.2377000592768228
pamap2,empirical,0.02,0.23764617125612975
pamap2,empirical,0.02,0.2375922832354368
pamap2,empirical,0.02,0.23753839521474374
pamap2,empirical,0.02,0.2374845071940508
pamap2,empirical,0.02,0.23743061917335773
pamap2,empirical,0.02,0.23737673115266478
pamap2,empirical,0.02,0.23732284313197172
pamap2,empirical,0.02,0.23726895511127877
pamap2,empirical,0.02,0.2372150670905857
pamap2,empirical,0.02,0.23716117906989276
pamap2,empirical,0.02,0.2371072910491998
pamap2,empirical,0.02,0.23705340302850675
pamap2,empirical,0.02,0.2369995150078138
pamap2,empirical,0.02,0.23694562698712074
pamap2,empirical,0.02,0.2368917389664278
pamap2,empirical,0.02,0.23683785094573473
pamap2,empirical,0.02,0.23678396292504178
pamap2,empirical,0.02,0.23673007490434872
pamap2,empirical,0.02,0.23667618688365577
pamap2,empirical,0.02,0.2366222988629627
pamap2,empirical,0.02,0.23656841084226976
pamap2,empirical,0.02,0.2365145228215768
pamap2,empirical,0.02,0.23646063480088375
pamap2,empirical,0.02,0.2364067467801908
pamap2,empirical,0.02,0.23635285875949774
pamap2,empirical,0.02,0.2362989707388048
pamap2,empirical,0.02,0.23624508271811173
pamap2,empirical,0.02,0.23619119469741878
pamap2,empirical,0.02,0.23613730667672572
pamap2,empirical,0.02,0.23608341865603277
pamap2,empirical,0.02,0.2360295306353397
pamap2,empirical,0.02,0.23597564261464676
pamap2,empirical,0.02,0.23592175459395381
pamap2,empirical,0.02,0.23586786657326075
pamap2,empirical,0.02,0.2358139785525678
pamap2,empirical,0.02,0.23576009053187474
pamap2,empirical,0.02,0.2357062025111818
pamap2,empirical,0.02,0.23565231449048873
pamap2,empirical,0.02,0.23559842646979579
pamap2,empirical,0.02,0.23554453844910272
pamap2,empirical,0.02,0.23549065042840978
pamap2,empirical,0.02,0.23543676240771672
pamap2,empirical,0.02,0.23538287438702377
pamap2,empirical,0.02,0.23532898636633082
pamap2,empirical,0.02,0.23527509834563776
pamap2,empirical,0.02,0.2352212103249448
pamap2,empirical,0.02,0.23516732230425175
pamap2,empirical,0.02,0.2351134342835588
pamap2,empirical,0.02,0.23505954626286574
pamap2,empirical,0.02,0.2350056582421728
pamap2,empirical,0.02,0.23495177022147973
pamap2,empirical,0.02,0.23489788220078678
pamap2,empirical,0.02,0.23484399418009372
pamap2,empirical,0.02,0.23479010615940077
pamap2,empirical,0.02,0.23473621813870782
pamap2,empirical,0.02,0.23468233011801476
pamap2,empirical,0.02,0.2346284420973218
pamap2,empirical,0.02,0.23457455407662875
pamap2,empirical,0.02,0.2345206660559358
pamap2,empirical,0.02,0.23446677803524274
pamap2,empirical,0.02,0.2344128900145498
pamap2,empirical,0.02,0.23435900199385673
pamap2,empirical,0.02,0.23430511397316378
pamap2,empirical,0.02,0.23425122595247072
pamap2,empirical,0.02,0.23419733793177777
pamap2,empirical,0.02,0.2341434499110847
pamap2,empirical,0.02,0.23408956189039176
pamap2,empirical,0.02,0.2340356738696988
pamap2,empirical,0.02,0.23398178584900575
pamap2,empirical,0.02,0.2339278978283128
pamap2,empirical,0.02,0.23387400980761974
pamap2,empirical,0.02,0.2338201217869268
pamap2,empirical,0.02,0.23376623376623373
pamap2,empirical,0.02,0.23371234574554078
pamap2,empirical,0.02,0.23365845772484772
pamap2,empirical,0.02,0.23360456970415477
pamap2,empirical,0.02,0.2335506816834617
pamap2,empirical,0.02,0.23349679366276876
pamap2,empirical,0.02,0.23344290564207582
pamap2,empirical,0.02,0.23338901762138275
pamap2,empirical,0.02,0.2333351296006898
pamap2,empirical,0.02,0.23328124157999675
pamap2,empirical,0.02,0.2332273535593038
pamap2,empirical,0.02,0.23317346553861074
pamap2,empirical,0.02,0.2331195775179178
pamap2,empirical,0.02,0.23306568949722473
pamap2,empirical,0.02,0.23301180147653178
pamap2,empirical,0.02,0.23295791345583872
pamap2,empirical,0.02,0.23290402543514577
pamap2,empirical,0.02,0.23285013741445282
pamap2,empirical,0.02,0.23279624939375976
pamap2,empirical,0.02,0.2327423613730668
pamap2,empirical,0.02,0.23268847335237375
pamap2,empirical,0.02,0.2326345853316808
pamap2,empirical,0.02,0.23258069731098774
pamap2,empirical,0.02,0.2325268092902948
pamap2,empirical,0.02,0.23247292126960173
pamap2,empirical,0.02,0.23241903324890878
pamap2,empirical,0.02,0.23236514522821572
pamap2,empirical,0.02,0.23231125720752277
pamap2,empirical,0.02,0.23225736918682982
pamap2,empirical,0.02,0.23220348116613676
pamap2,empirical,0.02,0.2321495931454438
pamap2,empirical,0.02,0.23209570512475075
pamap2,empirical,0.02,0.2320418171040578
pamap2,empirical,0.02,0.23198792908336474
pamap2,empirical,0.02,0.2319340410626718
pamap2,empirical,0.02,0.23188015304197873
pamap2,empirical,0.02,0.23182626502128578
pamap2,empirical,0.02,0.23177237700059272
pamap2,empirical,0.02,0.23171848897989977
pamap2,empirical,0.02,0.23166460095920682
pamap2,empirical,0.02,0.23161071293851376
pamap2,empirical,0.02,0.2315568249178208
pamap2,empirical,0.02,0.23150293689712775
pamap2,empirical,0.02,0.2314490488764348
pamap2,empirical,0.02,0.23139516085574174
pamap2,empirical,0.02,0.2313412728350488
pamap2,empirical,0.02,0.23128738481435573
pamap2,empirical,0.02,0.23123349679366278
pamap2,empirical,0.02,0.23117960877296972
pamap2,empirical,0.02,0.23112572075227678
pamap2,empirical,0.02,0.23107183273158372
pamap2,empirical,0.02,0.23101794471089077
pamap2,empirical,0.02,0.23096405669019782
pamap2,empirical,0.02,0.23091016866950476
pamap2,empirical,0.02,0.2308562806488118
pamap2,empirical,0.02,0.23080239262811875
pamap2,empirical,0.02,0.2307485046074258
pamap2,empirical,0.02,0.23069461658673274
pamap2,empirical,0.02,0.2306407285660398
pamap2,empirical,0.02,0.23058684054534673
pamap2,empirical,0.02,0.23053295252465378
pamap2,empirical,0.02,0.23047906450396072
pamap2,empirical,0.02,0.23042517648326777
pamap2,empirical,0.02,0.23037128846257482
pamap2,empirical,0.02,0.23031740044188176
pamap2,empirical,0.02,0.2302635124211888
pamap2,empirical,0.02,0.23020962440049575
pamap2,empirical,0.02,0.2301557363798028
pamap2,empirical,0.02,0.23010184835910974
pamap2,empirical,0.02,0.2300479603384168
